source_dataset,player_id,player_name,draft_year,pick_number,college,college_year_season,college_year_team,college_year_class_year,college_season_number,college_season_count,college_year_age,college_year_pos,ast_pct_actual,ast_pct_expected,ast_pct_deviation,tov_pct_actual,tov_pct_expected,tov_pct_deviation,stl_pct_actual,stl_pct_expected,stl_pct_deviation,blk_pct_actual,blk_pct_expected,blk_pct_deviation,orb_pct_actual,orb_pct_expected,orb_pct_deviation,drb_pct_actual,drb_pct_expected,drb_pct_deviation,ts_pct_actual,ts_pct_expected,ts_pct_deviation,ws_per_40_actual,ws_per_40_expected,ws_per_40_deviation,bpm_actual,bpm_expected,bpm_deviation,ftr_actual,ftr_expected,ftr_deviation
training,201961,Wayne Ellington,2009,28,North Carolina,2008-09,UNC,JR,3,3,20.93,G,14.5,14.182197672602276,0.3178023273977235,11.1,11.447618058654085,0.3476180586540849,,,,0.4,1.5266525192543174,-1.1266525192543173,,,,,,,0.604,0.5878182352736708,0.01618176472632915,0.189,0.18879033853660332,0.000209661463396682,,,,0.252,0.2768369913073581,-0.024836991307358114
training,201962,Toney Douglas,2009,29,Florida State,2008-09,Florida St.,SR,4,4,22.63,G,20.2,23.627774379136852,-3.427774379136853,11.9,12.460181072744534,0.560181072744534,,,,0.9,1.1902907832714822,-0.29029078327148217,,,,,,,0.581,0.5724605226581974,0.008539477341802604,0.196,0.201523304453978,-0.005523304453978001,,,,0.433,0.35917612912910235,0.07382387087089765
training,201965,Jeff Ayres,2009,31,Arizona State,2008-09,Arizona St.,SR,4,4,21.51,F,6.7,7.7755553748298105,-1.0755553748298103,10.4,15.806129371108735,5.406129371108735,,,,2.3,6.1731779522590875,-3.8731779522590877,,,,,,,0.69,0.6109053873532103,0.07909461264678963,0.258,0.2259419218238337,0.032058078176166294,,,,0.483,0.5287286338204419,-0.0457286338204419
training,201966,Jermaine Taylor,2009,32,Central Florida,2008-09,UCF,SR,4,4,21.9,G,17.5,17.83550978956533,-0.33550978956532873,11.2,12.149144995373096,0.9491449953730964,,,,2.1,1.2666392737206995,0.8333607262793006,,,,,,,0.591,0.5744214089134049,0.016578591086595096,0.252,0.24409233198342287,0.007907668016577135,,,,0.281,0.32341190794244257,-0.04241190794244254
training,201967,Dante Cunningham,2009,33,Villanova,2008-09,Villanova,SR,4,4,21.53,F,8.8,9.11848368030144,-0.3184836803014388,13.0,13.000897928258285,0.0008979282582846082,,,,,,,,,,,,,0.557,0.5766474903367613,-0.019647490336761275,0.212,0.23089011723415728,-0.01889011723415729,,,,0.383,0.4885138317562902,-0.1055138317562902
training,201969,DaJuan Summers,2009,35,Georgetown,2008-09,Georgetown,JR,3,3,20.77,F,9.8,12.425414809329114,-2.625414809329113,18.6,14.72943321977955,-3.870566780220452,,,,1.9,2.557911553269504,-0.6579115532695039,,,,,,,0.598,0.5834774050865518,0.014522594913448206,0.177,0.1871634035191861,-0.010163403519186098,,,,0.471,0.39721695424457937,0.0737830457554206
training,201970,Sam Young,2009,36,Pittsburgh,2008-09,Pitt,SR,4,4,23.42,F,7.1,11.707185534908355,-4.607185534908355,12.9,12.31457734166316,-0.5854226583368405,,,,2.1,2.102849879190051,-0.0028498791900508635,,,,,,,0.582,0.5671319377179841,0.01486806228201587,0.242,0.2218388949338346,0.02016110506616539,,,,0.296,0.33408189252723985,-0.03808189252723987
training,201971,DeJuan Blair,2009,37,Pittsburgh,2008-09,Pitt,SO,2,2,19.53,F,9.1,12.161085331443866,-3.0610853314438664,8.8,13.180525854302251,4.380525854302251,,,,2.8,2.7727064767527208,0.027293523247279072,,,,,,,0.601,0.5730404321452532,0.027959567854746736,0.345,0.2634350703513807,0.08156492964861928,,,,0.425,0.46242773830858563,-0.037427738308585645
training,201972,Jon Brockman,2009,38,Washington,2008-09,Washington,SR,4,4,21.62,F,7.5,7.716119999449059,-0.21611999944905858,12.5,12.836721367797745,0.336721367797745,,,,,,,,,,,,,0.557,0.580241717719379,-0.023241717719378996,0.197,0.20986148585575992,-0.012861485855759913,,,,0.546,0.4657557623465478,0.08024423765345223
training,201974,Derrick Brown,2009,40,Xavier,2008-09,Xavier,JR,3,3,21.15,F,15.0,11.176574664155826,3.823425335844174,13.2,14.238902405162346,1.0389024051623466,,,,,,,,,,,,,0.597,0.580194233327259,0.01680576667274103,0.218,0.19072884483857414,0.027271155161425864,,,,0.401,0.3850611101157972,0.015938889884202834
training,201975,Jodie Meeks,2009,41,Kentucky,2008-09,Kentucky,JR,3,3,21.2,G,11.7,19.007493278709067,-7.307493278709067,12.4,12.580731336944284,0.18073133694428378,,,,0.3,1.1522138947361387,-0.8522138947361386,,,,,,,0.629,0.5931604139288448,0.03583958607115523,0.24,0.22321636649480114,0.016783633505198847,,,,0.412,0.3541951310457741,0.057804868954225874
training,201977,Marcus Thornton,2009,43,Louisiana State,2008-09,LSU,SR,2,2,21.41,G,15.4,21.381550159859994,-5.981550159859994,9.1,11.346438366680257,2.246438366680257,,,,0.9,1.2108827341806565,-0.3108827341806565,,,,,,,0.58,0.584381348902509,-0.004381348902509075,0.235,0.22242255227931387,0.012577447720686113,,,,0.369,0.36954346150316436,-0.0005434615031643664
training,201978,Chase Budinger,2009,44,Arizona,2008-09,Arizona,JR,3,3,20.45,F,19.0,18.054306674144673,0.9456933258553271,13.8,12.212600592388743,-1.587399407611258,,,,1.0,2.071852530851669,-1.071852530851669,,,,,,,0.594,0.5784969351050997,0.015503064894900276,0.159,0.18156585535519917,-0.02256585535519917,,,,0.342,0.33913972680362636,0.002860273196373664
training,201979,Nick Calathes,2009,45,Florida,2008-09,Florida,SO,2,2,19.73,G,35.9,21.366572160512433,14.533427839487565,18.7,14.527220182428403,-4.172779817571596,,,,,,,,,,,,,0.599,0.5726545220414326,0.026345477958567343,0.212,0.1899151078935226,0.022084892106477405,,,,0.449,0.40613366480292246,0.042866335197077554
training,201980,Danny Green,2009,46,North Carolina,2008-09,UNC,SR,4,4,21.36,F,16.3,13.911189095318566,2.388810904681435,13.0,12.442338660401067,-0.5576613395989334,,,,3.4,2.2130640683042277,1.1869359316957722,,,,,,,0.592,0.5979871912791986,-0.005987191279198667,0.241,0.1937851396095747,0.0472148603904253,,,,0.156,0.22498224136335843,-0.06898224136335843
training,201981,Taylor Griffin,2009,48,Oklahoma,2008-09,Oklahoma,SR,4,4,22.54,F,7.9,11.095213139222812,-3.195213139222812,17.4,17.37777066974346,-0.022229330256539725,,,,2.5,3.486334689508512,-0.9863346895085119,,,,,,,0.587,0.5926874074518411,-0.005687407451841153,0.159,0.1986699127723572,-0.03966991277235721,,,,0.558,0.5193705423008476,0.03862945769915249
training,201983,Goran Suton,2009,50,Michigan State,2008-09,Michigan St.,SR,4,4,,C,12.0,9.433640873406171,2.566359126593829,17.5,15.596320326159965,-1.9036796738400348,,,,1.6,5.222777585715425,-3.622777585715425,,,,,,,0.611,0.5958803067546707,0.015119693245329247,0.247,0.19130327907990913,0.05569672092009087,,,,0.335,0.38843525928230827,-0.053435259282308245
training,201984,Jack McClinton,2009,51,Miami (FL),2008-09,Miami (FL),SR,4,4,,G,21.0,24.03244054733595,-3.0324405473359484,14.2,13.318793161229863,-0.8812068387701366,,,,0.1,0.44953088080509196,-0.349530880805092,,,,,,,0.608,0.5794389399219353,0.028561060078064693,0.214,0.1844296358750638,0.029570364124936188,,,,0.294,0.30182392591427926,-0.007823925914279273
training,201985,AJ Price,2009,52,Connecticut,2008-09,UConn,SR,3,3,22.07,G,28.2,26.939069522240256,1.260930477759743,16.4,14.657179326146723,-1.7428206738532754,,,,0.0,0.6798133727501117,-0.6798133727501117,,,,,,,0.538,0.574442260386031,-0.036442260386030934,0.144,0.18880006615742767,-0.04480006615742768,,,,0.309,0.3467351002128158,-0.037735100212815786
training,201987,Robert Vaden,2009,54,Alabama-Birmingham,2008-09,UAB,SR,4,4,23.67,G,11.9,14.942906919497613,-3.0429069194976126,12.9,12.826182836876233,-0.07381716312376696,,,,1.4,1.2908144232923089,0.10918557670769102,,,,,,,0.527,0.5754061625702593,-0.048406162570259315,0.146,0.17965798540697164,-0.03365798540697165,,,,0.192,0.26697630210745515,-0.07497630210745515
training,201988,Patty Mills,2009,55,St. Mary's (CA),2008-09,Saint Mary's,SO,2,2,20.22,G,25.7,26.643875309075433,-0.9438753090754339,14.2,15.118819292592978,0.9188192925929783,,,,0.5,0.5856378880187905,-0.08563788801879046,,,,,,,0.529,0.5546104680597037,-0.025610468059703684,0.167,0.15237389575911434,0.014626104240885673,,,,0.244,0.3103078384108784,-0.0663078384108784
training,201989,Ahmad Nivins,2009,56,Saint Joseph's,2008-09,Saint Joseph's,SR,4,4,,F,6.1,12.614910037149071,-6.514910037149072,16.0,14.5154886182254,-1.4845113817746007,,,,3.5,4.7678896721965724,-1.2678896721965724,,,,,,,0.67,0.604321565245076,0.06567843475492408,0.268,0.20548862189071238,0.06251137810928764,,,,0.77,0.5021089270121645,0.26789107298783554
training,201991,Lester Hudson,2009,58,Tennessee-Martin,2008-09,UT Martin,SR,2,2,24.24,G,27.5,28.142529083787007,-0.6425290837870072,12.0,14.370320911779313,2.370320911779313,,,,1.2,0.9441161562818304,0.2558838437181695,,,,,,,0.566,0.5901723002655339,-0.024172300265533964,0.263,0.25645316412761004,0.006546835872389967,,,,0.241,0.34161254776829747,-0.10061254776829748
training,201992,Chinemelu Elonu,2009,59,Texas A&M,2008-09,Texas A&M,JR,3,3,,C,2.8,5.176542673037855,-2.3765426730378554,19.8,16.494046093477667,-3.3059539065223333,,,,,,,,,,,,,0.664,0.573295147243116,0.090704852756884,0.252,0.1870429983312338,0.0649570016687662,,,,0.624,0.5024322560035728,0.12156774399642722
training,201993,Robert Dozier,2009,60,Memphis,2008-09,Memphis,SR,4,4,,F,9.3,11.130247097116152,-1.8302470971161515,15.6,15.302589543543517,-0.29741045645648256,,,,4.4,6.723056583685438,-2.323056583685438,,,,,,,0.594,0.615631406173121,-0.02163140617312098,0.302,0.19473870827798212,0.10726129172201787,,,,0.538,0.3999750883191957,0.13802491168080433
training,202322,John Wall,2010,1,Kentucky,2009-10,Kentucky,FR,1,1,19.15,G,34.8,30.39304400858708,4.406955991412918,21.4,16.525046465558848,-4.8749535344411505,2.9,2.5497692711866144,0.35023072881338546,1.5,1.1227453455172691,0.3772546544827309,2.7,3.017578428201622,-0.31757842820162185,10.1,12.195871079858264,-2.0958710798582647,0.562,0.5597732661831051,0.002226733816894977,0.196,0.17297773182467155,0.02302226817532846,,,,0.53,0.4163981365849766,0.11360186341502343
training,202323,Evan Turner,2010,2,Ohio State,2009-10,Ohio St.,JR,3,3,21.01,G,37.5,25.79220196648582,11.70779803351418,20.0,14.622899775645253,-5.377100224354747,3.0,2.650079817759119,0.34992018224088106,2.9,1.9167499657677507,0.9832500342322492,7.3,5.4873049124452535,1.8126950875547463,23.5,19.228400773962477,4.271599226037523,0.581,0.5580043322758068,0.022995667724193147,0.247,0.228905584003807,0.018094415996192992,,,,0.4,0.5008459332163762,-0.10084593321637614
training,202324,Derrick Favors,2010,3,Georgia Tech,2009-10,Ga Tech,FR,1,1,18.3,F,7.9,5.734780801172964,2.165219198827036,20.0,15.49967845844622,-4.500321541553779,1.8,1.5949125612158779,0.20508743878412217,7.9,5.891712738744829,2.0082872612551714,12.6,11.15547983084792,1.4445201691520797,19.9,19.851002135449715,0.048997864550283765,0.621,0.5949896585277472,0.026010341472252785,0.195,0.18490651664475174,0.010093483355248262,,,,0.488,0.5059902088925959,-0.01799020889259595
training,202325,Wesley Johnson,2010,4,Syracuse,2009-10,Syracuse,JR,3,3,22.31,F,11.1,15.098310240017142,-3.998310240017142,14.4,13.828599011011809,-0.5714009889881915,2.7,2.4576892428328563,0.2423107571671439,5.7,2.54942609219348,3.1505739078065202,7.6,7.036596406767278,0.5634035932327217,18.3,16.488554591957573,1.8114454080424274,0.6,0.576021090713777,0.023978909286222927,0.215,0.17998312507198147,0.035016874928018527,,,,0.352,0.3438568104262061,0.008143189573793896
training,202326,DeMarcus Cousins,2010,5,Kentucky,2009-10,Kentucky,FR,1,1,19.22,F,9.2,8.671984288009563,0.5280157119904363,13.6,13.315984065188532,-0.2840159348114675,2.4,1.629837167224406,0.7701628327755938,7.5,7.0682480005787545,0.43175199942124554,19.8,11.876248774610573,7.923751225389427,24.8,20.828767428527676,3.9712325714723242,0.579,0.5960729217438854,-0.017072921743885416,0.29,0.28316784336738793,0.006832156632612052,,,,0.726,0.48010769535316566,0.24589230464683431
training,202327,Ekpe Udoh,2010,6,Baylor,2009-10,Baylor,JR,3,3,22.45,C,14.4,12.401577489151682,1.998422510848318,15.7,14.198239104133624,-1.5017608958663757,1.4,1.6748391739083617,-0.27483917390836177,11.0,6.868837839235633,4.131162160764367,12.9,9.740271210192292,3.1597287898077084,17.7,19.880328835392902,-2.1803288353929027,0.535,0.5913481226020434,-0.05634812260204336,0.192,0.2086461378724285,-0.016646137872428496,,,,0.415,0.4431907172470795,-0.0281907172470795
training,202328,Greg Monroe,2010,7,Georgetown,2009-10,Georgetown,SO,2,2,19.41,C,22.4,15.170369014884143,7.229630985115856,18.8,14.761961944821012,-4.038038055178989,2.2,1.7583788468847112,0.44162115311528893,4.9,4.680563354379529,0.21943664562047172,8.6,10.523748314945028,-1.923748314945028,25.2,22.959391570473713,2.2406084295262865,0.567,0.585229000955544,-0.018229000955544028,0.189,0.19760847454033156,-0.008608474540331562,,,,0.543,0.5400254102139201,0.0029745897860798953
training,202329,Al-Farouq Aminu,2010,8,Wake Forest,2009-10,Wake Forest,SO,2,2,19.11,F,9.1,11.571241086023226,-2.471241086023227,17.4,15.004938761245796,-2.3950612387542023,2.6,1.9724902349329927,0.6275097650670074,4.5,2.5942392552839464,1.9057607447160536,14.6,9.46918865107126,5.13081134892874,20.5,20.840118070247687,-0.34011807024768714,0.524,0.5575377315735568,-0.03353773157355677,0.176,0.17629256251851652,-0.0002925625185165315,,,,0.532,0.49538263231413243,0.0366173676858676
training,202330,Gordon Hayward,2010,9,Butler,2009-10,Butler,SO,2,2,19.61,F,12.1,15.915682670551204,-3.8156826705512046,15.2,14.561256042817787,-0.6387439571822124,2.0,1.8444837871249435,0.15551621287505646,2.8,2.1683898875654957,0.6316101124345042,7.6,6.189969764320143,1.4100302356798569,23.4,18.49600928336015,4.90399071663985,0.601,0.5697316193714047,0.03126838062859527,0.224,0.17842211485908271,0.04557788514091729,,,,0.579,0.43951304677063924,0.13948695322936072
training,202331,Paul George,2010,10,Fresno State,2009-10,Fresno St.,SO,2,2,19.5,F,22.4,14.824499085709096,7.575500914290902,18.1,14.029542701161374,-4.070457298838628,4.0,2.1998298115280885,1.8001701884719115,2.9,2.926016612525996,-0.026016612525995964,6.7,6.6381105841551,0.0618894158449006,18.8,19.246130219330087,-0.4461302193300867,0.572,0.5746838476316327,-0.002683847631632763,0.173,0.18568652280145484,-0.012686522801454853,,,,0.364,0.39044351190614124,-0.026443511906141248
training,202332,Cole Aldrich,2010,11,Kansas,2009-10,Kansas,JR,3,3,21.0,C,5.8,5.580232523682541,0.2197674763174584,14.1,15.951782326215211,1.8517823262152113,1.6,1.712785707211396,-0.1127857072113958,13.0,8.458302204503127,4.541697795496873,13.6,11.310155637334713,2.2898443626652867,25.4,19.593572511069386,5.806427488930613,0.596,0.6072496813840758,-0.011249681384075783,0.245,0.24379951863280694,0.001200481367193057,,,,0.6,0.5033889619072337,0.09661103809276628
training,202333,Xavier Henry,2010,12,Kansas,2009-10,Kansas,FR,1,1,18.63,G,9.8,11.28705262822943,-1.4870526282294296,14.4,13.357231586219164,-1.042768413780836,3.1,2.1375408321547162,0.9624591678452838,1.8,1.2730595211382594,0.5269404788617407,5.2,4.046325150981041,1.1536748490189588,11.5,12.27412618906424,-0.7741261890642406,0.591,0.5808296844731123,0.01017031552688763,0.197,0.19648721853146858,0.0005127814685314258,,,,0.325,0.3421273975595338,-0.017127397559533797
training,202334,Ed Davis,2010,13,North Carolina,2009-10,UNC,SO,2,2,20.41,F,6.8,7.820075145779785,-1.020075145779785,15.3,15.45589387529432,0.15589387529431953,0.9,1.5516161231454504,-0.6516161231454504,9.5,6.938818658730216,2.5611813412697844,10.8,11.203062485389152,-0.40306248538915135,24.2,21.724540413493663,2.475459586506336,0.607,0.5826888077868628,0.024311192213137156,0.194,0.18888251681472892,0.005117483185271082,,,,0.688,0.5247940011798548,0.1632059988201452
training,202335,Patrick Patterson,2010,14,Kentucky,2009-10,Kentucky,JR,3,3,20.64,F,5.5,10.654177586243664,-5.154177586243664,8.6,12.583687337029543,3.9836873370295436,1.2,1.5510327554783345,-0.35103275547833457,4.1,3.9312987814558595,0.1687012185441401,10.6,9.296732235601363,1.3032677643986368,13.4,20.47636168909538,-7.07636168909538,0.624,0.587545048640454,0.03645495135954602,0.223,0.18221987940964368,0.04078012059035632,,,,0.348,0.34187658422594264,0.006123415774057339
training,202336,Larry Sanders,2010,15,Virginia Commonwealth,2009-10,VCU,JR,3,3,20.94,F,7.7,8.079897140453376,-0.37989714045337575,11.5,13.583850842702356,2.083850842702356,1.6,1.4730850774768744,0.12691492252312564,9.1,7.234198183140165,1.8658018168598343,12.9,11.408178368012017,1.4918216319879836,24.9,23.18547832139937,1.7145216786006294,0.563,0.5768167824231772,-0.013816782423177298,0.228,0.21196672735865296,0.016033272641347046,,,,0.455,0.46346408996320787,-0.008464089963207855
training,202337,Luke Babbitt,2010,16,Nevada-Reno,2009-10,Nevada,SO,2,2,20.37,F,11.0,14.227662123798028,-3.2276621237980283,11.8,12.746480875110448,0.9464808751104474,1.6,1.6670253952838698,-0.06702539528386975,1.9,2.669609036827603,-0.7696090368276032,6.6,7.600566597756928,-1.0005665977569285,19.4,21.384934084171746,-1.9849340841717478,0.614,0.5665463133048321,0.04745368669516792,0.213,0.18656751328205048,0.02643248671794951,,,,0.432,0.39817663883705173,0.03382336116294826
training,202339,Eric Bledsoe,2010,18,Kentucky,2009-10,Kentucky,FR,1,1,19.9,G,16.8,23.040869143436343,-6.240869143436342,23.2,19.63172777498805,-3.568272225011949,2.6,2.5889678848709825,0.011032115129017583,1.1,0.8042752156730931,0.29572478432690696,1.9,2.23128148307645,-0.3312814830764501,8.5,10.126793796891672,-1.626793796891672,0.566,0.5595010777701547,0.006498922229845272,0.126,0.1580226695605112,-0.0320226695605112,,,,0.394,0.3880364903743521,0.0059635096256479
training,202340,Avery Bradley,2010,19,Texas,2009-10,Texas,FR,1,1,18.93,G,12.4,19.01895484498769,-6.618954844987689,11.5,14.524615575377476,3.024615575377476,2.4,2.5564379528881696,-0.15643795288816964,1.6,0.7293670570372588,0.8706329429627413,3.5,3.0405619815087306,0.4594380184912694,6.6,9.965045310471774,-3.365045310471775,0.496,0.5483355572120215,-0.052335557212021544,0.127,0.14123797730459187,-0.014237977304591865,,,,0.179,0.27183503683599347,-0.09283503683599348
training,202341,James Anderson,2010,20,Oklahoma State,2009-10,Oklahoma St.,JR,3,3,20.61,G,16.5,20.925855507924208,-4.425855507924208,11.2,13.290005554242466,2.0900055542424667,2.4,2.2393227278256975,0.1606772721743024,2.0,1.5315325290527004,0.46846747094729957,6.7,3.5374609165075106,3.1625390834924896,12.9,15.016914720198375,-2.116914720198375,0.596,0.5616173523060496,0.034382647693950386,0.247,0.19811993752016996,0.04888006247983004,,,,0.522,0.3765018271606163,0.1454981728393837
training,202342,Craig Brackins,2010,21,Iowa State,2009-10,Iowa St.,JR,3,3,22.06,F,13.1,11.96688820405287,1.13311179594713,11.4,12.478027848990212,1.078027848990212,1.3,1.6109418799582698,-0.3109418799582697,3.3,3.963226486203545,-0.6632264862035453,6.6,8.695119025062887,-2.0951190250628873,19.4,19.93018538591727,-0.5301853859172709,0.498,0.5584563156466388,-0.06045631564663878,0.143,0.1945505871024606,-0.051550587102460604,,,,0.337,0.36854950813984194,-0.03154950813984192
training,202343,Elliot Williams,2010,22,Memphis,2009-10,Memphis,SO,2,2,20.37,G,24.0,23.07646677425016,0.9235332257498392,16.4,16.057528814796896,-0.3424711852031024,2.4,2.053227258510473,0.34677274148952675,0.4,1.1891407539464098,-0.7891407539464098,2.7,3.4195033517358353,-0.7195033517358351,11.3,15.508879734966726,-4.208879734966725,0.599,0.5553970013449906,0.043602998655009384,0.197,0.1631678322151251,0.03383216778487491,,,,0.66,0.4468026452835715,0.21319735471642853
training,202344,Trevor Booker,2010,23,Clemson,2009-10,Clemson,SR,4,4,21.94,F,17.4,14.26460206193061,3.1353979380693886,12.3,13.217277264528041,0.9172772645280407,2.5,2.2156843114793077,0.28431568852069233,4.6,3.2038784003484095,1.39612159965159,10.1,9.716389154526643,0.3836108454733562,20.4,20.22698087329013,0.17301912670986752,0.549,0.5690928718051572,-0.020092871805157175,0.223,0.20482187816220135,0.018178121837798655,,,,0.474,0.46258681450587796,0.011413185494122013
training,202345,Damion James,2010,24,Texas,2009-10,Texas,SR,4,4,22.07,F,6.1,13.03899169841499,-6.9389916984149895,11.6,12.193970958098008,0.5939709580980086,3.0,1.9558346565442306,1.0441653434557694,3.6,2.6053048465276887,0.9946951534723114,11.0,8.941538118460743,2.058461881539257,23.9,20.548332573893475,3.3516674261065234,0.578,0.5742991711608397,0.0037008288391602306,0.252,0.20860856038512923,0.04339143961487077,,,,0.549,0.42190559951061085,0.1270944004893892
training,202346,Dominique Jones,2010,25,South Florida,2009-10,South Fla.,JR,3,3,21.05,G,24.4,29.13395542524743,-4.73395542524743,13.4,13.39357659710594,-0.00642340289406107,2.8,2.684366224382582,0.11563377561741772,1.6,1.3809467813661935,0.21905321863380656,3.6,2.786647231079057,0.813352768920943,14.9,11.83818141591603,3.061818584083971,0.562,0.5568076759425242,0.005192324057475828,0.204,0.18767858692192083,0.01632141307807916,,,,0.572,0.43057322145451,0.14142677854548996
training,202347,Quincy Pondexter,2010,26,Washington,2009-10,Washington,SR,4,4,21.65,F,11.2,12.435218028145508,-1.2352180281455087,10.6,11.288676365870062,0.6886763658700623,2.2,1.7962055493031672,0.40379445069683295,1.8,2.820729263167775,-1.0207292631677751,10.3,9.352590927217223,0.9474090727827775,15.0,21.467145457034302,-6.467145457034302,0.608,0.5795162722687635,0.02848372773123653,0.25,0.22025312500217137,0.029746874997828632,,,,0.487,0.4346169722591688,0.0523830277408312
